Name,Vendor ID,SMILES,CollectionName,Internal ID,MDR1-MDCK Papp_A2B (nm/s),MDR1-MDCK Papp_B2A (nm/s),MDR1-MDCK Recovery_A2B,MDR1-MDCK Recovery_B2A,LOG MDR1-MDCK ER (B-A/A-B),MDR1-MDCK Papp_A2B (cm/s),MDR1-MDCK Papp_B2A (nm/s),LOG10 MDR1-MDCK Papp_A2B (cm/s),LOG 10 MDR1-MDCK Papp_B2A (nm/s),LOG 10 ER Calc
300096535,300096535,CC(COc1ccccc1Cc1ccccc1)N1CCCCC1,emolecules,Mol2279,84.7,110,48,69,0.113943352,0.00000847,0.000011,-5.07211659,-4.958607315,0.113509275
177425312,177425312,CN(CC1(CO)CCCC1)C(=O)CCN1CCCCC1=O,emolecules,Mol2280,21.3,452,98,106,1.326335861,0.00000213,0.0000452,-5.671620397,-4.344861565,1.326758831
82719175,82719175,CN(C)c1ccc(nn1)-c1ccc(cc1)C(=O)NCCN1CCCC1=O,emolecules,Mol2281,5.31,293,95,100,1.741939078,0.000000531,0.0000293,-6.274905479,-4.53313238,1.741773099
232847331,232847331,Cc1nn(c(c1C)C)CCNS(=O)(=O)N1CCCCC1,emolecules,Mol2282,219,336,109,100,0.187520721,0.0000219,0.0000336,-4.659555885,-4.473660723,0.185895163
13329162,13329162,CN1CCN(CC1)S(=O)(=O)Cc1ccc(c(c1)Cl)Cl,emolecules,Mol2283,318,179,88,88,-0.250263684,0.0000318,0.0000179,-4.49757288,-4.747146969,-0.249574089
49336815,49336815,Cc1ncn(c1C)Cc1noc(n1)-c1ccccc1O,emolecules,Mol2284,187,120,55,84,-0.191789027,0.0000187,0.000012,-4.728158393,-4.920818754,-0.19266036
53808457,53808457,COc1cc(ccc1C)CN1CCC(CC1)C(=O)N1CCOCC1,emolecules,Mol2287,108,313,111,104,0.463892989,0.0000108,0.0000313,-4.966576245,-4.504455662,0.462120582
13535869,13535869,COc1ccc(cc1NC(=O)CN(Cc1ccccc1)C(C)C)NC(=O)C,emolecules,Mol2288,154,339,66,64,0.344392274,0.0000154,0.0000339,-4.812479279,-4.469800302,0.342678977
EN300-6477654,,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N |r|,enamineBB_pmc,Mol2289,158,573,101,110,0.561101384,0.0000158,0.0000573,-4.801342913,-4.241845378,0.559497535
5852446,5852446,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3 |r|,emolecules,Mol2290,385,334,104,94,-0.061980903,0.0000385,0.0000334,-4.41453927,-4.476253533,-0.061714263
171790267,171790267,COc1cccc(c1)O[C@H]1CCN(CC[C@@H]1O)C(=O)c1cc(on1)-c1ccc(cc1)F |r|,emolecules,Mol2291,347,306,85,58,-0.054531415,0.0000347,0.0000306,-4.459670525,-4.514278574,-0.054608048
82716591,82716591,COc1cccc(c1OCCCN)C(=O)N(C)CC(F)(F)F,emolecules,Mol2292,3.1,93.3,107,98,1.478566496,0.00000031,0.00000933,-6.508638306,-5.030118356,1.47851995
2868274,2868274,Cc1csc(n1)Cc1nc(no1)-c1ccc(cc1)O,emolecules,Mol2293,128,67.8,31,57,-0.274905479,0.0000128,0.00000678,-4.89279003,-5.168770306,-0.275980276
222758283,222758283,COc1ccc(cc1S(=O)(=O)NCCC(=O)Nc1ccccc1C)C,emolecules,Mol2294,28.1,477,83,96,1.227886705,0.00000281,0.0000477,-5.55129368,-4.321481621,1.229812059
177455527,177455527,CN(C)c1cncc(n1)-c1ccc(cc1)C(=O)NC(C)(C)C,emolecules,Mol2295,302,210,78,78,-0.156767222,0.0000302,0.000021,-4.519993057,-4.677780705,-0.157787648
222755004,222755004,COC(C)(C)CCNC(=O)CC1CC(C)(C)NC(C)(C)C1,emolecules,Mol2296,0.499,6.44,99,100,1.11058971,4.99E-08,0.000000644,-7.301899454,-6.191114133,1.110785322
171813288,171813288,CCOc1ccc2[nH]c(c(c2c1)C)C(=O)N1CC[C@@](O)(CC(C)C)[C@H](C1)Oc1ccc(cc1)F |r|,emolecules,Mol2297,30.5,206,39,52,0.828659897,0.00000305,0.0000206,-5.515700161,-4.68613278,0.829567381
323986453,323986453,FC(F)(F)COCCn1cc(c(n1)-c1ccccn1)NC(=O)c1coc(n1)-c1cn[nH]c1,emolecules,Mol2298,16.8,101,41,50,0.780317312,0.00000168,0.0000101,-5.774690718,-4.995678626,0.779012092
73045134,73045134,CC(=O)c1ccc2c(c1)CCN(CC2)CC1CCC2(CC1)OCCO2,emolecules,Mol2299,425,236,122,99,-0.254925208,0.0000425,0.0000236,-4.37161107,-4.627087997,-0.255476927
36000452,36000452,CN1CCN(CC1)c1ccc(cc1)Nc1ncc2c(n1)N(N(CC=C)C2=O)c1cccc(n1)C(C)(C)O,emolecules,Mol2300,6.63,420,94,101,1.802089258,0.000000663,0.000042,-6.178486472,-4.37675071,1.801735762
177435263,177435263,CCN(Cc1nc(no1)C)C(=O)C1=CC(=C(C)N(C)C1=O)C,emolecules,Mol2302,2.98,247,92,103,1.916980047,0.000000298,0.0000247,-6.525783736,-4.607303047,1.918480689
177435260,177435260,Cc1cc(c(cn1)O)C(=O)N1CCN(CC1)C(=O)C1CCC1,emolecules,Mol2303,7.68,223,108,103,1.463892989,0.000000768,0.0000223,-6.11463878,-4.651695137,1.462943643
877481,877481,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,emolecules,Mol2305,9.02,432,88,119,1.679427897,0.000000902,0.0000432,-6.044793462,-4.364516253,1.680277209
222751269,222751269,COCC1(CCC1)CNC(=O)c1ccc(cc1)-n1cccn1,emolecules,Mol2306,339,202,95,89,-0.22475374,0.0000339,0.0000202,-4.469800302,-4.694648631,-0.224848329
48754146,48754146,O=C1N(CCn2ccnc2)N=NN1c1cccs1,emolecules,Mol2307,380,280,119,103,-0.131943638,0.000038,0.000028,-4.420216403,-4.552841969,-0.132625565
48746727,48746727,CN(C)C(=O)C(C)(C)NC(=O)OC(C)(C)C,emolecules,Mol2308,221,302,109,105,0.136720567,0.0000221,0.0000302,-4.655607726,-4.519993057,0.135614669
49134782,49134782,OCCOc1ccccc1OCc1ncc(cc1Cl)Cl,emolecules,Mol2309,244,135,55,81,-0.258848401,0.0000244,0.0000135,-4.612610174,-4.869666232,-0.257056058
45699341,45699341,CN1C(=O)N(Cc2ccccc2)C(=C(C(=O)CSc2nc3ccccc3n2C)C1=O)N,emolecules,Mol2310,19.2,250,50,59,1.113943352,0.00000192,0.000025,-5.716698771,-4.602059991,1.11463878
82720833,82720833,CCC(=O)Nc1ccc(c(c1)NC(=O)N1CCC(=CC1)C)F,emolecules,Mol2311,202,272,75,96,0.130333768,0.0000202,0.0000272,-4.694648631,-4.565431096,0.129217535
82737865,82737865,O=C(N1CCC2(CC1)C=Cc1ccccc12)c1n[nH]c2c1COCC2,emolecules,Mol2312,277,414,94,91,0.173186268,0.0000277,0.0000414,-4.557520231,-4.382999659,0.174520572
73016554,73016554,Cc1cc(cc(n1)N1CCc2c(ncn2CCc2ccccc2)C1)C#N,emolecules,Mol2313,211,258,65,61,0.086359831,0.0000211,0.0000258,-4.675717545,-4.588380294,0.087337251
31837136,31837136,CCCC(=O)Nc1ccc(cc1)C(=O)N(C)C,emolecules,Mol2314,237,334,108,110,0.149219113,0.0000237,0.0000334,-4.625251654,-4.476253533,0.148998121
49921682,49921682,Cc1cc(c2ccccc2n1)Cn1cnc(c1C#N)C#N,emolecules,Mol2315,98.3,279,76,87,0.45331834,0.00000983,0.0000279,-5.007446482,-4.554395797,0.453050685
49055884,49055884,CSC1(CCOCC1)CNc1cc(nc(n1)C)C,emolecules,Mol2317,217,307,115,103,0.152288344,0.0000217,0.0000307,-4.663540266,-4.512861625,0.150678642
48856634,48856634,CCc1c2c(nc3ccc(cc13)O)C1=CC3=C(COC(=O)[C@]3(O)CC)C(=O)N1C2 |r|,emolecules,Mol2318,2.82,143,93,98,1.705863712,0.000000282,0.0000143,-6.549750892,-4.844663963,1.705086929
48760182,48760182,Cc1ncc(s1)CCN1C(=O)NC2(CCCC2)C1=O,emolecules,Mol2319,5.09,463,101,105,1.959041392,0.000000509,0.0000463,-6.293282218,-4.334419009,1.958863209
295413823,295413823,CC[C@H]1N(c2ccn(n2)C)c2nc(ncc2N(C)C1=O)-n1ccnc1-c1ccc(cc1)F |r|,emolecules,Mol2320,29.5,419,84,96,1.152288344,0.00000295,0.0000419,-5.530177984,-4.377785977,1.152392007
49977918,49977918,CCCn1cc(cn1)CN1CCC(CC1)c1nc(no1)N(C)C,emolecules,Mol2321,260,295,110,100,0.053078443,0.000026,0.0000295,-4.585026652,-4.530177984,0.054848668
43830470,43830470,Fc1ccc(cc1)CSc1nnc(s1)NC(=O)C1CCC1,emolecules,Mol2322,395,272,71,52,-0.161780778,0.0000395,0.0000272,-4.403402904,-4.565431096,-0.162028192
411164,411164,COCCNc1c(c(nc2cc(nn12)-c1nccn1C)C)C,emolecules,Mol2323,215,329,124,94,0.184691431,0.0000215,0.0000329,-4.66756154,-4.482804102,0.184757438
43470233,43470233,Fc1ccc(cc1)Nc1cc(ccn1)C#N,emolecules,Mol2324,228,139,54,52,-0.215382707,0.0000228,0.0000139,-4.642065153,-4.8569852,-0.214920047
82700463,82700463,COc1cccc(c1-c1ccc(cc1)OCCN1CCCC1)OC,emolecules,Mol2325,218,306,104,98,0.146128036,0.0000218,0.0000306,-4.661543506,-4.514278574,0.147264933
417952,417952,Fc1ccc(c(c1)F)CN1CCN2C(=Nc3ccsc3C2=O)CC1,emolecules,Mol2326,551,286,117,82,-0.284832642,0.0000551,0.0000286,-4.258848401,-4.543633967,-0.284785566
48243153,48243153,N#CCn1ncnc1-c1cccc(c1)C#N,emolecules,Mol2327,340,254,107,106,-0.126098402,0.000034,0.0000254,-4.468521083,-4.595166283,-0.1266452
82723223,82723223,CN1CCC(CC1)N(Cc1cccnc1)C(=O)NCCCc1ccccc1,emolecules,Mol2328,2.07,271,111,97,2.117271296,0.000000207,0.0000271,-6.684029655,-4.567030709,2.116998945
232898989,232898989,Cc1nn(c(c1C)C)CCNS(=O)(=O)N1CCOCC1,emolecules,Mol2329,53.8,461,96,103,0.933487288,0.00000538,0.0000461,-5.269217724,-4.336299075,0.93291865
48229519,48229519,CC1=NC2=CC(=O)NN2C(=C1CC(=O)OC1CCCCC1)C,emolecules,Mol2330,450,490,144,106,0.037426498,0.000045,0.000049,-4.346787486,-4.30980392,0.036983566
300070232,300070232,CCc1c2c(nc3ccc(cc13)OC(=O)N1CCC(CC1)N1CCCCC1)C1=CC3=C(COC(=O)[C@]3(O)CC)C(=O)N1C2 |r|,emolecules,Mol2331,5.4,106,85,88,1.294466226,0.00000054,0.0000106,-6.26760624,-4.974694135,1.292912105
50612838,50612838,CC(C)(C)C(=O)N1CCC(CC1)CN(CC(=O)N)C1CCCC1,emolecules,Mol2332,21.6,573,96,103,1.424881637,0.00000216,0.0000573,-5.665546249,-4.241845378,1.423700871
53751990,53751990,Cc1ccc(cc1S(=O)(=O)Nc1ccc(cc1)C(=O)N1CCCC1)F,emolecules,Mol2334,20,445,84,102,1.348304863,0.000002,0.0000445,-5.698970004,-4.351639989,1.347330015
53751988,53751988,O=C(N1CCCC1)c1ccc(cc1)NS(=O)(=O)c1cccc2cnccc12,emolecules,Mol2335,5.47,432,104,103,1.898176484,0.000000547,0.0000432,-6.262012674,-4.364516253,1.89749642
49913437,49913437,CS(=O)(=O)NCCN1CCc2c(cc(cc2C1)Cl)Cl,emolecules,Mol2336,444,314,110,89,-0.150580586,0.0000444,0.0000314,-4.35261703,-4.503070352,-0.150453322
11904640,11904640,Fc1ccc(cc1)NCCN1C(=O)c2ccccc2C1=O,emolecules,Mol2337,287,123,66,57,-0.366531544,0.0000287,0.0000123,-4.542118103,-4.910094889,-0.367976785
177388619,177388619,CCc1nc(cc(n1)N1CCCC2(CCNCC2)CC1)C,emolecules,Mol2338,1.98,64.1,97,102,1.51054501,0.000000198,0.00000641,-6.70333481,-5.19314197,1.510192839
232828909,232828909,Clc1cccc(c1Cc1n[nH]c(n1)CCCN1CCCC1=O)Cl,emolecules,Mol2339,6.21,487,98,106,1.894316063,0.000000621,0.0000487,-6.2069084,-4.312471039,1.894437361
49325135,49325135,CN(C(=O)c1cc(nc(c1)O)C)c1nc2ccccc2s1,emolecules,Mol2340,107,427,88,98,0.602059991,0.0000107,0.0000427,-4.970616222,-4.369572125,0.601044097
30062609,30062609,CC(=O)N1CCN(CC1)C(=O)CS(=O)(=O)C12CC3CC(CC(C3)C2)C1,emolecules,Mol2341,23,237,,,1.012837225,0.0000023,0.0000237,-5.638272164,-4.625251654,1.01302051
48758078,48758078,CCc1nnc(c(c1CC)C#N)N1CC(C1)N(C)C,emolecules,Mol2342,334,282,108,102,-0.074172425,0.0000334,0.0000282,-4.476253533,-4.549750892,-0.073497358
265647,265647,CCc1nnc(s1)Nc1cc(nc(c1)C1CN(CCO1)C(=O)C(C)C)C,emolecules,Mol2343,5.18,210,,,1.606381365,0.000000518,0.000021,-6.28567024,-4.677780705,1.607889535
49947026,49947026,Cc1nc(n(n1)C)NCc1ccc(cc1)F,emolecules,Mol2346,303,296,107,104,-0.010995384,0.0000303,0.0000296,-4.518557371,-4.528708289,-0.010150917
48762012,48762012,Cc1cc(n(n1)C)C(=O)Nc1nnc2n1CCCC2,emolecules,Mol2347,164,235,90,98,0.158362492,0.0000164,0.0000235,-4.785156152,-4.628932138,0.156224014
342572,342572,Cc1csc2c1C(=O)N1CCNCCC1=N2,emolecules,Mol2348,365,250,111,104,-0.163675884,0.0000365,0.000025,-4.437707136,-4.602059991,-0.164352856
31507581,31507581,C[C@H](Nc1ncc(c(n1)Nc1cc([nH]n1)C)Cl)c1ncc(cn1)F |r|,emolecules,Mol2349,38.6,404,,,1.021189299,0.00000386,0.0000404,-5.413412695,-4.393618635,1.01979406
232838707,232838707,COCC(=O)Nc1ccc(cc1)NC(=O)Cc1ccc(cc1)C(F)(F)F,emolecules,Mol2350,211,228,79,78,0.033423755,0.0000211,0.0000228,-4.675717545,-4.642065153,0.033652392
48306804,48306804,Cc1ccc(c(n1)CN1CCC(CC1)c1nc2ccccc2o1)O,emolecules,Mol2351,404,278,116,95,-0.162411562,0.0000404,0.0000278,-4.393618635,-4.555955204,-0.162336569
49935002,49935002,CN(C)C(=O)CNC(C)(C)c1ncc(s1)C,emolecules,Mol2352,203,379,106,102,0.269512944,0.0000203,0.0000379,-4.692503962,-4.42136079,0.271143172
48762192,48762192,Cc1nccc(c1Cl)NC(=O)CCc1ccncc1,emolecules,Mol2353,296,245,98,99,-0.083019953,0.0000296,0.0000245,-4.528708289,-4.610833916,-0.082125627
68933234,68933234,Cc1cccc(n1)-c1cccc(c1)C(=O)NCCC1(O)CCCC1,emolecules,Mol2354,145,401,81,93,0.442479769,0.0000145,0.0000401,-4.838631998,-4.396855627,0.44177637
49093836,49093836,Cc1ccc(cc1)S(=O)(=O)N1CCOc2ccncc21,emolecules,Mol2355,351,249,94,83,-0.148741651,0.0000351,0.0000249,-4.454692884,-4.603800653,-0.149107769
416572,416572,COc1ccc(cc1)-c1nc(ncc1-c1ncc[nH]1)NC(C)C,emolecules,Mol2356,49.9,319,84,91,0.805500858,0.00000499,0.0000319,-5.301899454,-4.496209317,0.805690137
44811321,44811321,Fc1ccc(cc1C#N)CN1CCC(CC1)Nc1ncnc2sc(cc12)Cl,emolecules,Mol2357,47.1,443,99,94,0.973127854,0.00000471,0.0000443,-5.326979093,-4.353596274,0.973382819
222793668,222793668,CN(CCN1CCCCC1)c1cncc(n1)C(=O)N,emolecules,Mol2358,44.4,196,90,99,0.644438589,0.00000444,0.0000196,-5.35261703,-4.707743929,0.644873101
49956416,49956416,CCOc1cccc(n1)NS(=O)(=O)C,emolecules,Mol2359,384,372,107,106,-0.013676223,0.0000384,0.0000372,-4.415668776,-4.42945706,-0.013788284
LN01309001,LN01309001,CCCc1cc(nc(c1CNC(=O)c1cc(cc2n(ncc12)C(C)C)-c1ccc(nc1)N1CCN(CC1)C(C)C)O)C,labnetworkBB,Mol2361,0.927,113,85,76,2.086359831,9.27E-08,0.0000113,-7.032920266,-4.946921557,2.085998709
232839938,232839938,CCOc1ccnc(n1)NCCCc1nc2cc(ccc2[nH]1)F,emolecules,Mol2362,87.2,275,58,78,0.498310554,0.00000872,0.0000275,-5.059483515,-4.560667306,0.498816209
222764757,222764757,CCCc1ncncc1C(=O)NCc1nncn1CCC,emolecules,Mol2363,3.55,52.1,98,107,1.167317335,0.000000355,0.00000521,-6.449771647,-5.283162277,1.16660937
82713843,82713843,CCc1cc(nc(n1)N1CCOCC1)-c1ccc(c2ncccc12)OC,emolecules,Mol2364,308,261,85,75,-0.071604148,0.0000308,0.0000261,-4.511449283,-4.583359493,-0.071910209
LN01342817,LN01342817,C[C@H]1CC[C@@H](CC1)n1c2cnccc2c2cnc(nc12)Nc1ccc2c(n1)CCN(C2)C(=O)CO |r|,labnetworkBB,Mol2365,13.2,65.2,51,39,0.692846919,0.00000132,0.00000652,-5.879426069,-5.185752404,0.693673665
50550848,50550848,COC1=CN(N=C(C1=O)c1ccnn1-c1ccccc1)c1ccc(cc1F)-n1cccn1,emolecules,Mol2366,35.5,385,67,81,1.037426498,0.00000355,0.0000385,-5.449771647,-4.41453927,1.035232376
49038938,49038938,Cc1nn(c(c1CC(=O)NCCNC(C)(C)C)C)C(F)F,emolecules,Mol2367,1.69,34.7,97,101,1.311753861,0.000000169,0.00000347,-6.772113295,-5.459670525,1.31244277
177472658,177472658,CN(CC1(CO)CCC1)C(=O)CCN1CCCCC1=O,emolecules,Mol2368,16.9,391,98,107,1.365487985,0.00000169,0.0000391,-5.772113295,-4.407823243,1.364290053
177380774,177380774,CN(C)S(=O)(=O)CCNC(=O)N(C)CCOc1cc(cc(c1)C)C,emolecules,Mol2369,41.1,498,94,101,1.08278537,0.00000411,0.0000498,-5.386158178,-4.302770657,1.083387521
68907961,68907961,CC(C)CN(Cc1cnn(c1)C)C(=O)c1cccc(c1)-c1cnccn1,emolecules,Mol2370,84.9,613,95,108,0.858537198,0.00000849,0.0000613,-5.07109231,-4.212539525,0.858552784
177427275,177427275,FC(F)(F)c1cccc2c1C(=O)N(CCc1ncc[nH]1)C=N2,emolecules,Mol2371,29.9,465,94,102,1.193124598,0.00000299,0.0000465,-5.524328812,-4.332547047,1.191781765
82702219,82702219,CCCCN1CCN(CC1)C(=O)c1cccc(c1)-c1ccc(cc1)CO,emolecules,Mol2372,281,317,103,94,0.053078443,0.0000281,0.0000317,-4.55129368,-4.498940738,0.052352942
44579402,44579402,O=C(Nc1cnc2ccccc2n1)c1ccncc1,emolecules,Mol2373,281,163,75,87,-0.238072162,0.0000281,0.0000163,-4.55129368,-4.787812396,-0.236518716
43958394,43958394,COc1ccc(cc1)CN1CCN(CC1)C(=O)C1CCN(CC1)C(=O)C1CC1,emolecules,Mol2374,67.3,510,110,105,0.879669206,0.00000673,0.000051,-5.171984936,-4.292429824,0.879555112
44134429,44134429,COc1cc2c(cc1OC)C(=O)NC(=N2)CN1CCC(CO)CC1,emolecules,Mol2375,13.4,389,92,108,1.462397998,0.00000134,0.0000389,-5.872895202,-4.410050399,1.462844803
49064812,49064812,CC(=CCOc1cccc(c1)C(=O)NN1CCOCC1)C,emolecules,Mol2377,238,308,102,98,0.11058971,0.0000238,0.0000308,-4.623423043,-4.511449283,0.111973759
48328503,48328503,CC#CCCNC(=O)c1cccnc1C,emolecules,Mol2379,309,233,104,102,-0.122053048,0.0000309,0.0000233,-4.510041521,-4.632644079,-0.122602558
48292374,48292374,O=C(Nc1cncc2ccccc12)c1ncccn1,emolecules,Mol2380,272,184,99,94,-0.170053304,0.0000272,0.0000184,-4.565431096,-4.735182177,-0.169751081
37544502,37544502,Cn1nc(cc1N)-c1cc(cc(c1)F)F,emolecules,Mol2381,435,264,105,85,-0.216811309,0.0000435,0.0000264,-4.361510743,-4.578396073,-0.21688533
49339585,49339585,OC(=O)c1ccc(cc1)CCC(=O)N1CCc2c(cc(cc2C1)F)F,emolecules,Mol2382,63.9,259,103,108,0.607455023,0.00000639,0.0000259,-5.194499142,-4.586700236,0.607798906
49946784,49946784,Cc1ccc(nc1)CNc1ncnn1C,emolecules,Mol2383,318,218,111,93,-0.164309429,0.0000318,0.0000218,-4.49757288,-4.661543506,-0.163970626
82737949,82737949,COc1ncc(cn1)C(=O)NCc1cnn2cccnc12,emolecules,Mol2385,122,309,99,98,0.404833717,0.0000122,0.0000309,-4.913640169,-4.510041521,0.403598649
177502491,177502491,CCn1nc(c2ccccc12)CNC(=O)C1CCOCC1,emolecules,Mol2386,147,416,103,101,0.451786436,0.0000147,0.0000416,-4.832682665,-4.380906669,0.451775996
44048515,44048515,CN(C)CC(C)(C)CNC1=C(Br)C(=O)NN=C1,emolecules,Mol2387,239,162,109,98,-0.170053304,0.0000239,0.0000162,-4.621602099,-4.790484985,-0.168882886
36748737,36748737,Cc1ccc(nn1)Oc1ccc(cc1)N,emolecules,Mol2388,414,300,119,109,-0.139661993,0.0000414,0.00003,-4.382999659,-4.522878745,-0.139879086
310422,310422,COCCN1CCOc2nc3c(cccc3cc2C1)C,emolecules,Mol2389,310,175,79,89,-0.248720896,0.000031,0.0000175,-4.508638306,-4.756961951,-0.248323645
LN00194655,LN00194655,C[C@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O |r|,labnetworkBB,Mol2390,491,242,138,98,-0.306273051,0.0000491,0.0000242,-4.308918508,-4.616184634,-0.307266126
82709621,82709621,O=C(CN1N=C(Cc2ccccc2)c2ccccc2C1=O)NCc1ncc[nH]1,emolecules,Mol2391,4.39,406,95,100,1.966610987,0.000000439,0.0000406,-6.35753548,-4.391473966,1.966061513
48773349,48773349,OC(=O)c1ccccc1COc1cccc2cccnc12,emolecules,Mol2392,91.2,160,108,98,0.245512668,0.00000912,0.000016,-5.040005162,-4.795880017,0.244125144
82713457,82713457,O=C(CN1N=C(Cc2ccccc2)c2ccccc2C1=O)NCCc1c[nH]cn1,emolecules,Mol2393,4.55,157,103,107,1.539076099,0.000000455,0.0000157,-6.341988603,-4.804100348,1.537888256
177405420,177405420,CN(Cc1c(nn(c1C)C)C)C(=O)NCc1cnc(c(c1)C)C,emolecules,Mol2394,3.68,347,98,101,1.973589623,0.000000368,0.0000347,-6.434152181,-4.459670525,1.974481656
36988038,36988038,CCc1ccc(c(c1)C(=O)CSc1nncs1)CC,emolecules,Mol2395,295,139,62,51,-0.325138859,0.0000295,0.0000139,-4.530177984,-4.8569852,-0.326807216
31416534,31416534,OCc1cnnn1-c1cncc(n1)Cl,emolecules,Mol2396,373,242,103,96,-0.188424994,0.0000373,0.0000242,-4.428291168,-4.616184634,-0.187893466
38843428,38843428,CCNc1nc(nc(c1C)C)-c1cccnc1,emolecules,Mol2397,375,217,105,83,-0.238824187,0.0000375,0.0000217,-4.425968732,-4.663540266,-0.237571534
48743317,48743317,O=C(Cc1coc(n1)-c1ccccc1)NCC#C,emolecules,Mol2398,265,191,76,84,-0.14327111,0.0000265,0.0000191,-4.576754126,-4.718966633,-0.142212507
49964398,49964398,Cn1cnnc1NC(=O)c1cnn2c1CCCC2,emolecules,Mol2399,32.5,128,106,89,0.596597096,0.00000325,0.0000128,-5.488116639,-4.89279003,0.595326609
49933492,49933492,O=C(N1CCCO1)c1ccc(cn1)C#N,emolecules,Mol2400,449,218,129,78,-0.312471039,0.0000449,0.0000218,-4.347753659,-4.661543506,-0.313789847
222753013,222753013,CN(C)C1(CCCCC1)CNC(=O)CN1C=CC(=O)C=C1,emolecules,Mol2401,85.1,23.2,129,97,-0.563837353,0.00000851,0.00000232,-5.07007044,-5.634512015,-0.564441575
49082955,49082955,O=C(OCC1CCSCC1)c1cccc(n1)-n1cccn1,emolecules,Mol2402,337,167,75,67,-0.305394801,0.0000337,0.0000167,-4.472370099,-4.777283529,-0.30491343
308044,308044,CCOc1cc(ccc1OC)CN1CCc2c(nc(nc2C1)N1CCCC1)N,emolecules,Mol2403,23.2,386,92,97,1.220108088,0.00000232,0.0000386,-5.634512015,-4.413412695,1.22109932
44498516,44498516,O=C(Nc1ccc(cn1)N1CCCC1)c1ccc(cc1)-c1cnco1,emolecules,Mol2404,283,95.6,84,59,-0.4710833,0.0000283,0.00000956,-4.548213564,-5.019542108,-0.471328543
171974271,171974271,CN([C@@H]1CO[C@@H]2CCN(C[C@@H]2C[C@@]1(C)O)C[C@]1(O)CC[C@H](CC1)C(C)(C)C)C(=O)C |r|,emolecules,Mol2405,23.5,552,99,108,1.371067862,0.00000235,0.0000552,-5.628932138,-4.258060922,1.370871215
53805613,53805613,COCCc1nsc(n1)Oc1ccc(cc1Br)C,emolecules,Mol2406,704,407,129,107,-0.238072162,0.0000704,0.0000407,-4.152427341,-4.390405591,-0.23797825
44000683,44000683,CCc1c([n+](c2c([n+]1[O-])CCCCC2)[O-])-c1ccccc1,emolecules,Mol2407,152,447,107,109,0.469822016,0.0000152,0.0000447,-4.818156412,-4.349692477,0.468463935
316900455,316900455,Cn1cc(c(n1)C1CCCCC1)NC(=O)c1cnn2cccnc12,emolecules,Mol2408,227,279,95,91,0.089905111,0.0000227,0.0000279,-4.643974143,-4.554395797,0.089578346
50347915,50347915,Cn1c(nnc1C1CC1)SCOCc1ccccc1,emolecules,Mol2409,413,235,98,90,-0.244125144,0.0000413,0.0000235,-4.384049948,-4.628932138,-0.244882189
177470998,177470998,COc1cc(cc(c1OC)OC)-c1ccc(cn1)Cn1nc(cc1C)C,emolecules,Mol2410,196,323,78,81,0.217483944,0.0000196,0.0000323,-4.707743929,-4.490797478,0.216946451
53833498,53833498,CC(C)CC(=O)N1CCC(CC1)CN1CCN(CC1)c1cc([nH]n1)C,emolecules,Mol2411,45.2,428,102,103,0.976808337,0.00000452,0.0000428,-5.344861565,-4.368556231,0.976305334
348408,348408,CC1=NN(CC2(O)CCN(CC2)Cc2cccs2)C(=O)C=C1,emolecules,Mol2412,77.7,328,102,105,0.625312451,0.00000777,0.0000328,-5.109578981,-4.484126156,0.625452825
324396,324396,C=CCNc1ncc(c(n1)C1CC1)-c1cnccn1,emolecules,Mol2413,378,201,86,91,-0.274905479,0.0000378,0.0000201,-4.4225082,-4.696803943,-0.274295742
13656111,13656111,COCCNC(=O)C1=NN=C2N(CCN2c2ccccc2)C1=O,emolecules,Mol2414,15.35,141,106.5,92.5,0.979320697,0.000001535,0.0000141,-5.81389162,-4.850780887,0.963110733
276236010,276236010,CCC(C)(C)N1CCN(CC1)C(=O)NCCc1cc(no1)C,emolecules,Mol2415,55.2,396,112,108,0.856124444,0.00000552,0.0000396,-5.258060922,-4.402304814,0.855756108
177501206,177501206,CCCC1(CCC1)CNC(=O)CN1C=CC(=O)C=C1,emolecules,Mol2416,4.12,58.8,100,97,1.155336037,0.000000412,0.00000588,-6.385102784,-5.230622674,1.15448011
177503755,177503755,CN(Cc1ccncc1C)C(=O)NCCc1nc(cc(n1)C(F)(F)F)C,emolecules,Mol2417,9.03,470,102,108,1.716003344,0.000000903,0.000047,-6.04431225,-4.327902142,1.716410108
49950940,49950940,CN1CCC(CC1)CNC(=O)c1ncoc1-c1ccc(cc1)F,emolecules,Mol2418,166,291,104,101,0.245512668,0.0000166,0.0000291,-4.779891912,-4.536107011,0.243784901
13482608,13482608,COc1ccc2cc(ccc2c1)C(=O)NCc1nnc2n1CCCCC2,emolecules,Mol2419,15.3,537,100,109,1.546542663,0.00000153,0.0000537,-5.815308569,-4.270025714,1.545282855
3679149,3679149,Cc1cccc(c1)NC(=O)CSc1nncs1,emolecules,Mol2420,240,122,62,84,-0.292429824,0.000024,0.0000122,-4.619788758,-4.913640169,-0.293851411
